id,creationDate,publicatioName,reviewText,scoreSentiment,title,runtimeMinutes,genre,originalLanguage,predictedSentiment,cleaned_text,LDA_Topics
64051,2007-10-19,Fresno Bee,beautiful moving silly strenuous overreaching exuberant one kind,POSITIVE,Across the Universe,131.0,"Musical, Romance",English,Positive,"['beautiful', 'moving', 'silly', 'strenuous', 'overreaching', 'exuberant', 'one', 'kind']","[(0, 0.02258566), (1, 0.022535762), (2, 0.022582691), (3, 0.022780629), (4, 0.9095152)]"
451820,2012-09-19,Examiner.com,Killer Elite came close earning recommendation problems script bit drawnout storyline didnt quite get,NEGATIVE,Killer Elite,117.0,"Action, Mystery & thriller",English,Negative,"['killer', 'elite', 'came', 'close', 'earning', 'recommendation', 'problems', 'script', 'bit', 'drawnout', 'storyline', 'didnt', 'quite', 'get']","[(0, 0.013534563), (1, 0.013502232), (2, 0.013801838), (3, 0.9455144), (4, 0.013646967)]"
268805,2010-03-05,Cinema Signals,Travolta family effort laughs blatant illogic human behavior link real thing,NEGATIVE,Old Dogs,88.0,"Kids & family, Comedy",English,Negative,"['travolta', 'family', 'effort', 'laughs', 'blatant', 'illogic', 'human', 'behavior', 'link', 'real', 'thing']","[(0, 0.7653111), (1, 0.017178344), (2, 0.017053286), (3, 0.18324015), (4, 0.017217085)]"
1040535,2008-09-26,Daily Mirror (UK),without charms aiming wellplaced dig American voter apathy jokes dont work Costner looks hungover real corn count way way high particularly Buds big speech end,NEGATIVE,Swing Vote,119.0,Comedy,English,Negative,"['without', 'charms', 'aiming', 'wellplaced', 'dig', 'american', 'voter', 'apathy', 'jokes', 'dont', 'work', 'costner', 'looks', 'hungover', 'real', 'corn', 'count', 'way', 'way', 'high', 'particularly', 'buds', 'big', 'speech', 'end']","[(2, 0.96884465)]"
825399,2022-10-31,them.,Despite dark subject matter film elevated knockout performances thenunknown Gabourey Sidibe powerhouse Monique,POSITIVE,"Precious: Based on the Novel ""Push"" by Sapphire",109.0,Drama,English,Positive,"['despite', 'dark', 'subject', 'matter', 'film', 'elevated', 'knockout', 'performances', 'thenunknown', 'gabourey', 'sidibe', 'powerhouse', 'monique']","[(0, 0.014587803), (1, 0.0144385), (2, 0.01448829), (3, 0.014459216), (4, 0.9420262)]"
137210,2004-09-09,St. Paul Pioneer Press,bad Zentelis didnt find someone else write script Evergreen combines cliched elements seasons worth WB teen drama,NEGATIVE,Evergreen,87.0,Drama,English,Negative,"['bad', 'zentelis', 'didnt', 'find', 'someone', 'else', 'write', 'script', 'evergreen', 'combines', 'cliched', 'elements', 'seasons', 'worth', 'wb', 'teen', 'drama']","[(0, 0.011394271), (1, 0.011328756), (2, 0.9546669), (3, 0.011260457), (4, 0.011349548)]"
846697,2016-12-25,"Quad City Times (Davenport, IA)",Bad Santa bad Bad Santa 2 bad bad,NEGATIVE,Bad Santa 2,92.0,"Holiday, Comedy",English,Negative,"['bad', 'santa', 'bad', 'bad', 'santa', '2', 'bad', 'bad']","[(0, 0.91063726), (1, 0.022294458), (2, 0.022397503), (3, 0.022366332), (4, 0.022304473)]"
912551,2004-05-11,Mixed Reviews,complex finely woven tale nontraditional family enjoyments far rare,POSITIVE,Bear Cub,99.0,"Comedy, Drama",French (Canada),Positive,"['complex', 'finely', 'woven', 'tale', 'nontraditional', 'family', 'enjoyments', 'far', 'rare']","[(0, 0.37835643), (1, 0.56098795), (2, 0.020138144), (3, 0.020400152), (4, 0.020117356)]"
707669,2018-10-31,LarsenOnFilm,celebrity cameos range expected embarrassing downright baffling,NEGATIVE,Sandy Wexler,130.0,Comedy,English,Negative,"['celebrity', 'cameos', 'range', 'expected', 'embarrassing', 'downright', 'baffling']","[(0, 0.025090748), (1, 0.02559691), (2, 0.89887726), (3, 0.025372043), (4, 0.025063016)]"
796658,2023-01-05,Associated Press,Hanks movingly tailors role Man Called Otto unfolds wont surprise anyone trick little postholidays heartwarming,POSITIVE,A Man Called Otto,126.0,"Comedy, Drama",English,Positive,"['hanks', 'movingly', 'tailors', 'role', 'man', 'called', 'otto', 'unfolds', 'wont', 'surprise', 'anyone', 'trick', 'little', 'postholidays', 'heartwarming']","[(0, 0.012572292), (1, 0.012564325), (2, 0.012752494), (3, 0.949556), (4, 0.012554932)]"
546375,2018-06-11,"Flicks (AU, NZ, UK)",Balanced Kangaroo LoveHate Story proves bluntly effective pryyoureyesopenwithacrowbar kind way piece animal welfare advocacy,POSITIVE,Kangaroo,103.0,Documentary,English,Positive,"['balanced', 'kangaroo', 'lovehate', 'story', 'proves', 'bluntly', 'effective', 'pryyoureyesopenwithacrowbar', 'kind', 'way', 'piece', 'animal', 'welfare', 'advocacy']","[(0, 0.013615837), (1, 0.94560784), (2, 0.013802017), (3, 0.013441311), (4, 0.013533015)]"
973589,2005-09-04,Austin Chronicle,doesnt always succeed sometimes egocentric obviousness particularly clever gradstudent thesis film least Harrison game enough mess head first place,NEGATIVE,November,76.0,Drama,English,Negative,"['doesnt', 'always', 'succeed', 'sometimes', 'egocentric', 'obviousness', 'particularly', 'clever', 'gradstudent', 'thesis', 'film', 'least', 'harrison', 'game', 'enough', 'mess', 'head', 'first', 'place']","[(0, 0.010320137), (1, 0.010106457), (2, 0.95925957), (3, 0.010149397), (4, 0.010164439)]"
152578,2016-03-11,Thrillist,haveyourcakeandeatittoo horror movie sights sounds crescendo last beat,POSITIVE,10 Cloverfield Lane,103.0,Mystery & thriller,English,Positive,"['haveyourcakeandeatittoo', 'horror', 'movie', 'sights', 'sounds', 'crescendo', 'last', 'beat']","[(0, 0.022395216), (1, 0.9090008), (2, 0.022769054), (3, 0.023162441), (4, 0.022672486)]"
541025,2017-02-21,Common Sense Media,Classic tale updated kids talking animals,NEGATIVE,My Dad Is Scrooge,90.0,"Kids & family, Holiday, Comedy, Fantasy",English,Positive,"['classic', 'tale', 'updated', 'kids', 'talking', 'animals']","[(0, 0.88449526), (1, 0.028928502), (2, 0.029129725), (3, 0.028785607), (4, 0.028660908)]"
570334,2000-01-01,Chicago Reader,film horrors war gone anywhere near far Kon Ichikawas 1959 Japanese feature,POSITIVE,Fires on the Plain,100.0,War,Japanese,Negative,"['film', 'horrors', 'war', 'gone', 'anywhere', 'near', 'far', 'kon', 'ichikawas', '1959', 'japanese', 'feature']","[(0, 0.015786933), (1, 0.9375512), (2, 0.015552417), (3, 0.015509392), (4, 0.015600083)]"
164186,2006-12-30,Guardian,John Malkovich finds loopy nostrilflaring form wicked tyrant Jeremy Irons playing boys wise mentor visibly thinking fee,POSITIVE,Eragon,103.0,"Kids & family, Fantasy, Adventure",English,Positive,"['john', 'malkovich', 'finds', 'loopy', 'nostrilflaring', 'form', 'wicked', 'tyrant', 'jeremy', 'irons', 'playing', 'boys', 'wise', 'mentor', 'visibly', 'thinking', 'fee']","[(0, 0.011327014), (1, 0.011193195), (2, 0.011425648), (3, 0.011288824), (4, 0.9547653)]"
151409,2019-08-15,Espinof,seeing movie came mind image director teenager given full command,NEGATIVE,Ghost in the Shell,107.0,"Sci-fi, Action, Adventure",English,Positive,"['seeing', 'movie', 'came', 'mind', 'image', 'director', 'teenager', 'given', 'full', 'command']","[(0, 0.018640654), (1, 0.018446688), (2, 0.29775658), (3, 0.11964615), (4, 0.54550993)]"
573807,2005-12-06,San Diego Metropolitan,Pride Prejudice looks great script goes heavy romantic comedy light Austens signature social satire,NEGATIVE,Pride & Prejudice,128.0,"Drama, Romance",English,Positive,"['pride', 'prejudice', 'looks', 'great', 'script', 'goes', 'heavy', 'romantic', 'comedy', 'light', 'austens', 'signature', 'social', 'satire']","[(0, 0.013687915), (1, 0.013495185), (2, 0.013559689), (3, 0.9457673), (4, 0.013489958)]"
130827,2021-11-13,Observer (UK),could disaster hands less sensitive filmmaker ends extraordinary feat care collaboration creativity,POSITIVE,Procession,119.0,Documentary,English,Positive,"['could', 'disaster', 'hands', 'less', 'sensitive', 'filmmaker', 'ends', 'extraordinary', 'feat', 'care', 'collaboration', 'creativity']","[(0, 0.5327767), (1, 0.016662443), (2, 0.41944286), (3, 0.015585072), (4, 0.0155329)]"
192442,2016-07-21,The Film Stage,barren desert summer 2016 blockbusters lovely oasis,POSITIVE,Star Trek Beyond,122.0,"Sci-fi, Adventure, Action, Fantasy",English,Positive,"['barren', 'desert', 'summer', '2016', 'blockbusters', 'lovely', 'oasis']","[(0, 0.025235606), (1, 0.8995876), (2, 0.025048796), (3, 0.025031876), (4, 0.02509613)]"
564675,2019-02-21,Rachel's Reviews (YouTube),Leap European animated film satisfy target demographic little girls dreaming ballerina,NEGATIVE,Leap!,89.0,"Kids & family, Comedy, Adventure, Animation",English,Negative,"['leap', 'european', 'animated', 'film', 'satisfy', 'target', 'demographic', 'little', 'girls', 'dreaming', 'ballerina']","[(0, 0.016862104), (1, 0.01720063), (2, 0.016830308), (3, 0.9323641), (4, 0.016742816)]"
906934,2022-10-12,Washington Post,Less movie seductive deep dive unraveling psyche woman whos simultaneously defined apart world confidently tail,POSITIVE,Tár,158.0,"Drama, Music",English,Positive,"['less', 'movie', 'seductive', 'deep', 'dive', 'unraveling', 'psyche', 'woman', 'whos', 'simultaneously', 'defined', 'apart', 'world', 'confidently', 'tail']","[(0, 0.012671434), (1, 0.7814769), (2, 0.17980693), (3, 0.013238193), (4, 0.01280655)]"
1004837,2002-04-26,Salon.com,people pleaser makes use dozens great movie tricks manages sprinkle great lines throughout,POSITIVE,Nine Queens,114.0,"Mystery & thriller, Crime, Drama",Spanish,Positive,"['people', 'pleaser', 'makes', 'use', 'dozens', 'great', 'movie', 'tricks', 'manages', 'sprinkle', 'great', 'lines', 'throughout']","[(0, 0.014436579), (1, 0.94212294), (2, 0.014598311), (3, 0.01437915), (4, 0.014463037)]"
114132,2001-10-26,Internet Reviews,remarkably inconsequential story three young adults,NEGATIVE,Band of Outsiders,97.0,"Crime, Drama",French (Canada),Positive,"['remarkably', 'inconsequential', 'story', 'three', 'young', 'adults']","[(0, 0.029356152), (1, 0.8833677), (2, 0.029514875), (3, 0.028906392), (4, 0.02885485)]"
18416,2011-07-18,indieWire,questions motivations wolf suspicions Grandma pondered sexual connotations ageold fairy tale neither someone made movie,NEGATIVE,Red Riding Hood,99.0,"Horror, Mystery & thriller, Fantasy",English,Negative,"['questions', 'motivations', 'wolf', 'suspicions', 'grandma', 'pondered', 'sexual', 'connotations', 'ageold', 'fairy', 'tale', 'neither', 'someone', 'made', 'movie']","[(0, 0.01306047), (1, 0.0127148125), (2, 0.9486488), (3, 0.012763623), (4, 0.012812277)]"
750509,2022-06-20,Firstpost,though may well started good intentions ended confusing poorly researched sadly even dishonest film,NEGATIVE,Period. End of Sentence.,26.0,Documentary,Hindi,Negative,"['though', 'may', 'well', 'started', 'good', 'intentions', 'ended', 'confusing', 'poorly', 'researched', 'sadly', 'even', 'dishonest', 'film']","[(0, 0.14359146), (1, 0.013543111), (2, 0.815746), (3, 0.013566239), (4, 0.013553152)]"
955096,2019-09-19,Book & Film Globe,Hustlers yougogirl intensity thats downright delicious,POSITIVE,Hustlers,110.0,"Comedy, Drama",English,Positive,"['hustlers', 'yougogirl', 'intensity', 'thats', 'downright', 'delicious']","[(0, 0.028755067), (1, 0.029123023), (2, 0.029392196), (3, 0.02903805), (4, 0.88369167)]"
259687,2010-02-08,Windy City Times,sobering drama core heterosexual love story two men clear theres homoerotic undercurrent love story opposites falling nevertheless,POSITIVE,The Messenger,112.0,"Drama, Romance, War",English,Positive,"['sobering', 'drama', 'core', 'heterosexual', 'love', 'story', 'two', 'men', 'clear', 'theres', 'homoerotic', 'undercurrent', 'love', 'story', 'opposites', 'falling', 'nevertheless']","[(0, 0.011258178), (1, 0.6832555), (2, 0.011516798), (3, 0.28259608), (4, 0.0113734035)]"
150584,2009-12-12,Spirituality & Practice,dull holiday animated feature set New Orleans bland characters uninventive storyline,NEGATIVE,The Princess and the Frog,95.0,"Kids & family, Comedy, Adventure, Musical, Fantasy, Animation",English,Negative,"['dull', 'holiday', 'animated', 'feature', 'set', 'new', 'orleans', 'bland', 'characters', 'uninventive', 'storyline']","[(0, 0.9320541), (1, 0.016884122), (2, 0.016846402), (3, 0.017416507), (4, 0.016798852)]"
1072004,2019-12-06,Guardian,looks paper like selfaggrandising vanity project well directed performed,POSITIVE,Honey Boy,93.0,Drama,English,Negative,"['looks', 'paper', 'like', 'selfaggrandising', 'vanity', 'project', 'well', 'directed', 'performed']","[(0, 0.020121854), (1, 0.9190493), (2, 0.02030913), (3, 0.020370249), (4, 0.020149462)]"
606755,2004-04-23,Salt Lake Tribune,Whenever movie veers toward complexity abruptly turns tail runs trailed cloud 80s powerpop songs,NEGATIVE,13 Going on 30,97.0,"Romance, Comedy, Fantasy",English,Negative,"['whenever', 'movie', 'veers', 'toward', 'complexity', 'abruptly', 'turns', 'tail', 'runs', 'trailed', 'cloud', '80s', 'powerpop', 'songs']","[(0, 0.013437987), (1, 0.013546967), (2, 0.013477208), (3, 0.013614011), (4, 0.9459238)]"
1166225,2019-03-21,"WXIX-TV (Cincinnati, OH)",Everything got first film get times three,POSITIVE,Deadpool 2,120.0,"Action, Adventure, Comedy, Fantasy",English,Positive,"['everything', 'got', 'first', 'film', 'get', 'times', 'three']","[(0, 0.02553409), (1, 0.025513262), (2, 0.8984165), (3, 0.0252808), (4, 0.025255317)]"
255003,2002-07-30,Arkansas Democrat-Gazette,announces arrival several talents,POSITIVE,Delinquent,86.0,Drama,English,Negative,"['announces', 'arrival', 'several', 'talents']","[(0, 0.8381556), (1, 0.04076835), (2, 0.0406283), (3, 0.04005024), (4, 0.040397488)]"
10529,2011-05-10,ViewLondon,never quite comes together appalling behaviour three main characters doesnt translate well page screen,NEGATIVE,Something Borrowed,112.0,"Romance, Comedy",English,Negative,"['never', 'quite', 'comes', 'together', 'appalling', 'behaviour', 'three', 'main', 'characters', 'doesnt', 'translate', 'well', 'page', 'screen']","[(0, 0.013441943), (1, 0.013518665), (2, 0.716403), (3, 0.24316922), (4, 0.013467135)]"
675049,1995-10-27,Entertainment Weekly,violence Copycat going freak fans Hunter Weaver movies emotional depth going shock average slasherfilm fan,POSITIVE,Copycat,123.0,Mystery & thriller,English,Negative,"['violence', 'copycat', 'going', 'freak', 'fans', 'hunter', 'weaver', 'movies', 'emotional', 'depth', 'going', 'shock', 'average', 'slasherfilm', 'fan']","[(0, 0.9490065), (1, 0.012885697), (2, 0.012664495), (3, 0.012723825), (4, 0.012719457)]"
1085588,2019-12-25,Solzy at the Movies,helps drive Galaxy Quest home film really love letter scifi fans,POSITIVE,Galaxy Quest,104.0,"Comedy, Sci-fi, Adventure, Action",English,Positive,"['helps', 'drive', 'galaxy', 'quest', 'home', 'film', 'really', 'love', 'letter', 'scifi', 'fans']","[(0, 0.016842773), (1, 0.016958132), (2, 0.017256755), (3, 0.9318451), (4, 0.01709725)]"
843106,2011-03-31,BET.com,James Wan film earpiercing sound effects quick cuts scary faces course youll jump youll also jump someone runs behind screams eardrum effect Insidious,NEGATIVE,Insidious,101.0,"Horror, Mystery & thriller",English,Negative,"['james', 'wan', 'film', 'earpiercing', 'sound', 'effects', 'quick', 'cuts', 'scary', 'faces', 'course', 'youll', 'jump', 'youll', 'also', 'jump', 'someone', 'runs', 'behind', 'screams', 'eardrum', 'effect', 'insidious']","[(0, 0.10307245), (1, 0.2158596), (3, 0.44564614), (4, 0.22689845)]"
1057690,2005-04-21,eFilmCritic.com,Pollack thinks six moves ahead distracts us intensity unveiling masterful rendezvous major players city bus,POSITIVE,The Interpreter,123.0,"Mystery & thriller, Drama",English,Positive,"['pollack', 'thinks', 'six', 'moves', 'ahead', 'distracts', 'us', 'intensity', 'unveiling', 'masterful', 'rendezvous', 'major', 'players', 'city', 'bus']","[(0, 0.012699101), (1, 0.66982543), (2, 0.012991048), (3, 0.29179597), (4, 0.012688493)]"
1003121,2012-03-13,"Spectrum (St. George, Utah)",musicalbased movie contains sweeter collection song numbers go inane script one doesnt come mind,NEGATIVE,Joyful Noise,117.0,"Comedy, Drama, Musical",English,Negative,"['musicalbased', 'movie', 'contains', 'sweeter', 'collection', 'song', 'numbers', 'go', 'inane', 'script', 'one', 'doesnt', 'come', 'mind']","[(0, 0.9456781), (1, 0.013542025), (2, 0.013635659), (3, 0.013571625), (4, 0.013572609)]"
449785,2016-07-09,Urban Cinefile,Lindon draws us beautifully character even though isnt much explore relies final scene weak payoff justify title,NEGATIVE,The Measure of a Man,91.0,Drama,French (France),Negative,"['lindon', 'draws', 'us', 'beautifully', 'character', 'even', 'though', 'isnt', 'much', 'explore', 'relies', 'final', 'scene', 'weak', 'payoff', 'justify', 'title']","[(0, 0.45803884), (1, 0.011364119), (2, 0.011517345), (3, 0.50778), (4, 0.011299707)]"
241117,2020-04-13,Slashfilm,call good movie midst pandemic dub drop water desert oasis,NEGATIVE,Trolls World Tour,91.0,"Kids & family, Musical, Comedy, Adventure, Fantasy, Animation",English,Negative,"['call', 'good', 'movie', 'midst', 'pandemic', 'dub', 'drop', 'water', 'desert', 'oasis']","[(0, 0.018437874), (1, 0.9259569), (2, 0.018568847), (3, 0.018525977), (4, 0.018510412)]"
725386,2007-03-09,Chicago Reader,mix dark humor creeping suspense sort apocalyptic tenderness makes best horror flick years,POSITIVE,The Host,119.0,"Horror, Comedy",Korean,Positive,"['mix', 'dark', 'humor', 'creeping', 'suspense', 'sort', 'apocalyptic', 'tenderness', 'makes', 'best', 'horror', 'flick', 'years']","[(0, 0.014483843), (1, 0.014456908), (2, 0.014578916), (3, 0.94199103), (4, 0.014489292)]"
